
0
1166816499046, 0.0, 0.0, 0.44113252, -0.7160107, -0.4590335, 72.39145, -56.583477, 130.24771, 150.2425, -0.45023808, 0.35426927, -0.8196212, -32.94812, 112.886475, 182.40315, 0.0, 0.0, 0.0, 0.0, -119.26279, 127.24144, 156.49644, 1.1920929E-7, 1.1920929E-7, 1.1920929E-7, -0.85052186, 0.12707356, -0.51035756, 41.463673, 16.110857, -104.91748, 160.8044, 89.12158, 1.1920929E-7, 1.1920929E-7, 1.1920929E-7, -0.45794493, 0.15905729, -0.87463546, 46.787132, 15.389091, -103.51748, 134.73798, 88.30948, 1.1920929E-7, 1.1920929E-7, 1.1920929E-7, -0.75856817, -0.35412318, -0.54696536, 53.31018, 15.114132, -83.40395, 135.16609, 78.673195, 1.1920929E-7, 1.1920929E-7, 1.1920929E-7, -0.6907078, -0.11712568, -0.71358556, 51.25916, 14.382054, -69.27205, 129.60434, 89.564804, 1.1920929E-7, 1.1920929E-7, 1.1920929E-7, -0.75162244, 0.09973409, -0.65200984, 40.186234, 12.775265
1166816524961, 0.0, 0.0, 0.40151677, -0.6984417, -0.43413273, 72.39145, -67.35432, 136.463, 148.40169, -0.48433462, 0.3743044, -0.79076934, -44.292316, 120.41545, 181.64278, 0.0, 0.0, 0.0, 0.0, -130.0783, 132.59592, 153.07921, -416.37717, 206.9897, -133.03123, -0.8381925, 0.09882969, -0.536345, 41.463673, 16.110857, -114.5698, 164.46503, 85.21516, -372.7595, 141.20874, -150.60117, -0.4377676, 0.12647608, -0.8901479, 46.787132, 15.389091, -110.81394, 140.89207, 83.17626, -258.48633, 271.6432, -231.22621, -0.71002597, -0.32518423, -0.62459457, 53.31018, 15.114132, -92.36917, 138.90936, 76.055534, -345.94696, 144.44414, -101.00949, -0.6698349, -0.1487979, -0.72744787, 51.25916, 14.382054, -78.50176, 133.79056, 87.53432, -357.71704, 159.0999, -76.76602, -0.73895943, 0.06431163, -0.6706735, 40.186234, 12.775265
1166816550715, 0.0, 0.0, 0.3947977, -0.71661186, -0.49802443, 72.39145, -74.6426, 141.3266, 148.4473, -0.5114073, 0.3839606, -0.7687892, -49.435417, 125.747375, 180.32576, 0.0, 0.0, 0.0, 0.0, -136.87596, 138.87064, 157.86656, -324.58884, 229.81767, 58.247208, -0.87385494, 0.10177028, -0.475416, 41.463673, 16.110857, -125.97515, 168.51772, 88.180176, -414.95966, 151.10329, 9.17095, -0.5013073, 0.11071324, -0.8581571, 46.787132, 15.389091, -121.658295, 146.23685, 84.98421, -352.97983, 237.92209, -59.614944, -0.741506, -0.29571918, -0.6022616, 53.31018, 15.114132, -104.96603, 142.28114, 78.12467, -431.98328, 136.31903, 7.9676647, -0.7249885, -0.15554504, -0.6709675, 51.25916, 14.382054, -90.42827, 137.11412, 88.76457, -421.86313, 139.87111, -0.801894, -0.78885216, 0.056496695, -0.6119807, 40.186234, 12.775265
1166816564466, 0.0, 0.0, 0.386079, -0.70380473, -0.51119965, 72.39145, -78.10116, 142.83093, 149.73425, -0.5368328, 0.38764662, -0.74936014, -52.38206, 127.722374, 181.42984, 0.0, 0.0, 0.0, 0.0, -140.10399, 139.83784, 159.7017, -288.54056, 171.15054, 86.07003, -0.8788826, 0.0938514, -0.467715, 41.463673, 16.110857, -130.3786, 169.0972, 89.86644, -378.3414, 109.054184, 53.246548, -0.5115496, 0.100312255, -0.85337824, 46.787132, 15.389091, -125.55285, 147.17221, 86.286865, -326.92044, 171.24823, -0.2638977, -0.7390795, -0.3009843, -0.60263586, 53.31018, 15.114132, -109.135704, 143.06792, 79.716446, -382.06985, 105.65389, 49.75296, -0.72964025, -0.16785093, -0.6629111, 51.25916, 14.382054, -94.47742, 138.04858, 90.299774, -373.20343, 110.718254, 43.693275, -0.79777145, 0.040323433, -0.6016101, 40.186234, 12.775265
1166816578035, 0.0, 0.0, 0.37181425, -0.69495785, -0.53766227, 72.39145, -80.79899, 144.0664, 150.85965, -0.5557139, 0.39114684, -0.73361176, -54.11938, 129.6591, 182.0843, 0.0, 0.0, 0.0, 0.0, -142.2747, 141.42073, 162.30823, -237.6884, 158.9968, 124.33781, -0.8891384, 0.09367055, -0.44794944, 41.463673, 16.110857, -134.87842, 169.01039, 92.026535, -360.53598, 65.28886, 94.04055, -0.53551006, 0.08310372, -0.8404301, 46.787132, 15.389091, -129.67448, 147.37001, 88.13998, -318.95984, 110.08964, 50.30786, -0.74685305, -0.30868354, -0.5890034, 53.31018, 15.114132, -115.0734, 141.99626, 82.96827, -425.08356, 23.32638, 136.6128, -0.7720286, -0.20795858, -0.6006039, 51.25916, 14.382054, -98.78811, 138.10722, 92.07871, -352.90128, 68.40555, 78.77393, -0.8170442, 0.020064749, -0.5762258, 40.186234, 12.775265
1166816592038, 0.0, 0.0, 0.3527742, -0.68315256, -0.5573723, 72.39145, -82.6046, 144.38686, 151.59818, -0.56743246, 0.3930839, -0.7235368, -55.16238, 130.81282, 182.53392, 0.0, 0.0, 0.0, 0.0, -143.76561, 142.75304, 164.39023, -189.32559, 148.76826, 137.38506, -0.89900875, 0.10528887, -0.42508537, 41.463673, 16.110857, -138.10146, 167.76186, 93.432686, -309.3272, 5.2234325, 96.632355, -0.5531817, 0.063075766, -0.8306693, 46.787132, 15.389091, -132.52008, 146.38591, 89.32872, -275.1632, 38.186653, 62.713478, -0.7501723, -0.31955507, -0.5789007, 53.31018, 15.114132, -119.272995, 139.80939, 85.49812, -383.68845, -55.14072, 161.45026, -0.79622483, -0.24712995, -0.55222535, 51.25916, 14.382054, -101.78916, 137.05603, 93.47747, -300.1954, 10.087914, 89.435234, -0.83300894, -0.005214961, -0.55323493, 40.186234, 12.775265
1166816601461, 0.0, 0.0, 0.33819193, -0.6715073, -0.57284003, 72.39145, -83.744736, 144.2799, 152.16536, -0.5747977, 0.3936825, -0.7173714, -55.710064, 131.36148, 182.8496, 0.0, 0.0, 0.0, 0.0, -144.62541, 143.49696, 165.97209, -163.17336, 139.22307, 148.837, -0.9060006, 0.11546478, -0.40722325, 41.463673, 16.110857, -140.33958, 166.40823, 94.56426, -288.94315, -36.843414, 103.42303, -0.5663019, 0.047617976, -0.8228212, 46.787132, 15.389091, -134.56993, 145.05339, 90.50964, -260.87537, -14.7227745, 80.91733, -0.7542835, -0.33349115, -0.56554407, 53.31018, 15.114132, -121.751915, 138.0156, 87.139366, -349.1748, -97.50892, 167.31197, -0.805817, -0.2726909, -0.5256412, 51.25916, 14.382054, -103.78787, 135.94261, 94.56566, -276.30432, -27.9357, 98.645676, -0.8441736, -0.025411913, -0.53546727, 40.186234, 12.775265
1166816612175, 0.0, 0.0, 0.30590653, -0.63622504, -0.59229517, 72.39145, -85.09661, 144.44087, 152.72154, -0.58438796, 0.39777297, -0.70729584, -56.222374, 132.9528, 183.19534, 0.0, 0.0, 0.0, 0.0, -145.64456, 143.45567, 167.39597, -143.51854, 102.40997, 144.50633, -0.9132191, 0.10452589, -0.39383402, 41.463673, 16.110857, -143.20734, 163.77136, 95.61629, -282.49786, -103.03058, 101.9336, -0.5793206, 0.015681922, -0.8149489, 46.787132, 15.389091, -136.84624, 142.50208, 91.693306, -251.03822, -90.16607, 93.68785, -0.7504133, -0.36858955, -0.54865444, 53.31018, 15.114132, -124.07767, 135.34314, 88.757866, -305.23547, -149.90712, 163.39482, -0.80521613, -0.31881776, -0.4999822, 51.25916, 14.382054, -105.80003, 134.31853, 95.82081, -250.3647, -69.85581, 107.59983, -0.8555817, -0.0712294, -0.5127439, 40.186234, 12.775265
1166816622541, 0.0, 0.0, 0.28249818, -0.6108449, -0.61282456, 72.39145, -85.98329, 144.29683, 152.70325, -0.59118706, 0.39809215, -0.7014417, -56.32371, 133.86389, 182.79999, 0.0, 0.0, 0.0, 0.0, -146.10498, 143.83904, 168.40668, -113.67954, 89.33044, 130.18127, -0.9199727, 0.10527935, -0.3775797, 41.463673, 16.110857, -145.552, 161.55902, 96.434845, -265.88315, -137.24535, 95.36353, -0.5949666, -0.008893317, -0.8037012, 46.787132, 15.389091, -138.87178, 140.26524, 92.5418, -239.56718, -135.05345, 94.116684, -0.75120574, -0.39475772, -0.5290144, 53.31018, 15.114132, -126.02112, 132.92229, 89.83772, -265.44766, -180.04208, 144.69273, -0.805221, -0.35444462, -0.47538203, 51.25916, 14.382054, -107.58213, 132.77173, 96.57303, -227.53613, -96.444565, 99.399475, -0.8669174, -0.10557107, -0.48714375, 40.186234, 12.775265
1166816632799, 0.0, 0.0, 0.26109657, -0.59185475, -0.62572503, 72.39145, -86.277374, 144.27872, 152.717, -0.5970192, 0.3979522, -0.6965645, -56.104454, 134.73483, 182.59775, 0.0, 0.0, 0.0, 0.0, -146.13702, 144.40811, 169.07486, -80.216736, 82.265366, 110.04068, -0.9239507, 0.104981765, -0.36782336, 41.463673, 16.110857, -146.8169, 159.80075, 96.970825, -223.13307, -147.96428, 82.82445, -0.605398, -0.030482048, -0.795339, 46.787132, 15.389091, -139.84761, 138.50638, 93.145035, -198.65062, -150.28403, 86.58473, -0.7499646, -0.4156471, -0.5145781, 53.31018, 15.114132, -126.96859, 130.84291, 90.728714, -209.69373, -190.54532, 126.39724, -0.80273056, -0.38451093, -0.45582345, 51.25916, 14.382054, -108.56156, 131.31691, 97.38294, -189.92229, -113.929344, 96.43476, -0.8760154, -0.13897668, -0.46182516, 40.186234, 12.775265
